ID,PredictedProb
0,0.19455866515636444
1,0.5776456594467163
2,0.4264666736125946
7,0.36904722452163696
10,0.5059343576431274
11,0.2423929125070572
13,0.6672168374061584
14,0.31920117139816284
15,0.6255695223808289
16,0.43971332907676697
17,0.5334333777427673
18,0.5264469981193542
19,0.627942681312561
20,0.7819362878799438
25,0.36967769265174866
26,0.597575306892395
29,0.394551545381546
38,0.7298308610916138
41,0.6429444551467896
44,0.30461087822914124
45,0.3165633976459503
47,0.6518799662590027
48,0.5687986612319946
49,0.5185160636901855
50,0.5871966481208801
53,0.48982393741607666
56,0.2478327751159668
59,0.587973952293396
60,0.4952259063720703
64,0.5387585759162903
65,0.7888417840003967
66,0.46244317293167114
68,0.6980927586555481
69,0.4102559983730316
70,0.7852510809898376
71,0.5061522722244263
72,0.37682032585144043
76,0.380729615688324
80,0.6514293551445007
82,0.5297930836677551
83,0.6831400394439697
85,0.6364073753356934
86,0.5730552673339844
87,0.4027079641819
89,0.40567657351493835
97,0.5336212515830994
99,0.44316667318344116
101,0.5353199243545532
102,0.1898149996995926
103,0.402011901140213
104,0.41980624198913574
106,0.635696530342102
107,0.4449673295021057
109,0.6546766757965088
111,0.2500911355018616
113,0.4588565528392792
114,0.4596259295940399
118,0.6552770137786865
119,0.406384140253067
120,0.674188494682312
123,0.4145273268222809
128,0.29891136288642883
129,0.45403385162353516
131,0.8249263167381287
133,0.4021075367927551
134,0.5998822450637817
136,0.7362514138221741
137,0.49772408604621887
139,0.5510697364807129
140,0.6025505065917969
142,0.40487584471702576
144,0.36826634407043457
146,0.7122094631195068
147,0.4040599465370178
148,0.7488158941268921
150,0.26470082998275757
151,0.4740525782108307
152,0.8127438426017761
155,0.7536436915397644
158,0.7465568780899048
159,0.38381192088127136
160,0.8580396771430969
161,0.5312051177024841
165,0.698411226272583
166,0.3025929033756256
170,0.6569624543190002
171,0.5070530772209167
174,0.4393669366836548
175,0.4289111793041229
179,0.4624728262424469
180,0.7277462482452393
181,0.5635937452316284
184,0.4585696756839752
185,0.47504350543022156
187,0.5417532324790955
188,0.4166286289691925
190,0.5578649640083313
191,0.46901631355285645
192,0.38621842861175537
193,0.5922031998634338
196,0.42170336842536926
197,0.4032767117023468
198,0.3334631621837616
205,0.3664575517177582
211,0.41587430238723755
213,0.5344083309173584
214,0.4521484076976776
217,0.2730138897895813
218,0.3454039990901947
221,0.5237852931022644
222,0.4956127107143402
225,0.6397861242294312
229,0.35346049070358276
236,0.41895338892936707
237,0.5812053084373474
238,0.4378025233745575
239,0.8401575088500977
242,0.4798037111759186
245,0.48371797800064087
246,0.5684971213340759
247,0.5998650193214417
248,0.8155942559242249
254,0.4503338932991028
255,0.34800392389297485
257,0.8117949962615967
259,0.46458572149276733
264,0.7058107256889343
270,0.48311182856559753
272,0.41599124670028687
274,0.2423889935016632
275,0.3352847695350647
278,0.610029399394989
280,0.2812381386756897
281,0.2691638767719269
282,0.30318766832351685
283,0.7341424226760864
