ID,PredictedProb
0,0.1803322732448578
1,0.7285410165786743
2,0.3905002772808075
7,0.4734393060207367
10,0.5617074966430664
11,0.24951012432575226
13,0.7760465145111084
14,0.4673541188240051
15,0.7522845268249512
16,0.5739948749542236
17,0.5437878370285034
18,0.7292670011520386
19,0.4194610118865967
20,0.7657157182693481
25,0.41092902421951294
26,0.6038702130317688
29,0.48887500166893005
38,0.7651950716972351
41,0.6754857897758484
44,0.2979874610900879
45,0.33885687589645386
47,0.5328705906867981
48,0.6066391468048096
49,0.4790460467338562
50,0.8404199481010437
53,0.4060077965259552
56,0.41960781812667847
59,0.6370370984077454
60,0.6161670684814453
64,0.608378529548645
65,0.927798330783844
66,0.6624730229377747
68,0.778026819229126
69,0.4812583327293396
70,0.6941821575164795
71,0.5985851287841797
72,0.46156084537506104
76,0.5098907351493835
80,0.6047785878181458
82,0.4758181869983673
83,0.7606495022773743
85,0.6595720052719116
86,0.6627056002616882
87,0.46150487661361694
89,0.36553022265434265
97,0.6351658701896667
99,0.5132230520248413
101,0.5952478051185608
102,0.21284082531929016
103,0.40304136276245117
104,0.42022204399108887
106,0.6819187998771667
107,0.6280993223190308
109,0.39592981338500977
111,0.32372912764549255
113,0.6525740027427673
114,0.4716518819332123
118,0.5977840423583984
119,0.4946674406528473
120,0.580228865146637
123,0.49679580330848694
128,0.43370726704597473
129,0.4118897020816803
131,0.8184364438056946
133,0.501439094543457
134,0.6856068968772888
136,0.9295401573181152
137,0.49236178398132324
139,0.30427315831184387
140,0.7001537084579468
142,0.542441189289093
144,0.42864516377449036
146,0.7083367705345154
147,0.509023904800415
148,0.7104460597038269
150,0.3514370024204254
151,0.2693919241428375
152,0.5889992117881775
155,0.8983138203620911
158,0.7475373148918152
159,0.5183717608451843
160,0.8299196362495422
161,0.5647751688957214
165,0.652432382106781
166,0.3445841073989868
170,0.8176484107971191
171,0.3434097170829773
174,0.5463505983352661
175,0.40887224674224854
179,0.46133390069007874
180,0.7442021369934082
181,0.5887468457221985
184,0.5004964470863342
185,0.2757011950016022
187,0.4841356575489044
188,0.48633813858032227
190,0.5532158017158508
191,0.5812188386917114
192,0.4909166395664215
193,0.7384170293807983
196,0.5774104595184326
197,0.45732051134109497
198,0.42815735936164856
205,0.3234183192253113
211,0.543393611907959
213,0.4618411958217621
214,0.4346259534358978
217,0.12390013039112091
218,0.7078676223754883
221,0.48703181743621826
222,0.42815735936164856
225,0.6433516144752502
229,0.45323777198791504
236,0.5569035410881042
237,0.5016012787818909
238,0.5610218048095703
239,0.8492797613143921
242,0.39191800355911255
245,0.5662676095962524
246,0.39493823051452637
247,0.56598961353302
248,0.8903685212135315
254,0.5024313926696777
255,0.41183242201805115
257,0.8970229625701904
259,0.5388592481613159
264,0.6909666657447815
270,0.49038970470428467
272,0.40035614371299744
274,0.21302130818367004
275,0.2484317123889923
278,0.6919466257095337
280,0.39962971210479736
281,0.34460675716400146
282,0.3237903118133545
283,0.8007493019104004
284,0.8649556636810303
286,0.5974361300468445
287,0.67989182472229
288,0.7798308730125427
289,0.8243376016616821
290,0.48363858461380005
291,0.6500775218009949
294,0.46593013405799866
295,0.260687917470932
297,0.44592076539993286
299,0.7389695644378662
305,0.5106204748153687
307,0.3401069939136505
308,0.638851523399353
313,0.6088305711746216
314,0.3577406406402588
315,0.6657081246376038
316,0.6574349403381348
317,0.33607783913612366
319,0.30446910858154297
322,0.2522245943546295
323,0.8255909085273743
324,0.3363212049007416
326,0.7029266357421875
327,0.5543813705444336
329,0.9348661303520203
330,0.2594018280506134
331,0.2421584278345108
336,0.20135532319545746
337,0.3568280041217804
338,0.5215351581573486
340,0.9033414125442505
345,0.3918265402317047
347,0.5279887914657593
348,0.42246508598327637
350,0.8771845698356628
352,0.5927838087081909
356,0.8107147216796875
357,0.7560067176818848
358,0.6267017126083374
359,0.5323563814163208
361,0.6677743196487427
363,0.0744156539440155
364,0.5972114205360413
368,0.6774325370788574
376,0.8764365315437317
378,0.48680803179740906
382,0.5102745890617371
384,0.45420992374420166
385,0.8614423274993896
388,0.2579406201839447
389,0.8289943337440491
391,0.6462424993515015
392,0.4591166377067566
395,0.6999822854995728
396,0.6749888062477112
397,0.6827672719955444
399,0.4946994185447693
404,0.7805046439170837
407,0.3989013135433197
409,0.6000083684921265
410,0.515035092830658
413,0.3812265992164612
414,0.45842480659484863
416,0.5724955797195435
418,0.7752078771591187
419,0.6436582803726196
420,0.7624356150627136
422,0.8821297883987427
423,0.4297427237033844
427,0.5082770586013794
429,0.9161569476127625
430,0.42341792583465576
431,0.27481046319007874
432,0.6059403419494629
433,0.5060136318206787
434,0.19568219780921936
436,0.5662603378295898
437,0.5127997398376465
451,0.29483288526535034
452,0.48321419954299927
454,0.33152151107788086
457,0.5025379657745361
458,0.6430612206459045
460,0.2137252688407898
461,0.75298011302948
462,0.43403470516204834
463,0.5014994144439697
465,0.6700474619865417
467,0.6702319979667664
473,0.5646609663963318
474,0.7839914560317993
480,0.3045205771923065
481,0.5295922160148621
483,0.663329541683197
484,0.3972254693508148
485,0.43054553866386414
487,0.708376944065094
490,0.6235045790672302
491,0.46414172649383545
492,0.4015643298625946
496,0.5593156218528748
497,0.4545845091342926
498,0.4488960802555084
499,0.6246354579925537
501,0.5890835523605347
502,0.6825240254402161
503,0.5516717433929443
506,0.6904461979866028
507,0.6405483484268188
508,0.3234991133213043
509,0.5229395627975464
510,0.33773648738861084
511,0.3681142330169678
513,0.464805543422699
515,0.8540061712265015
521,0.31844475865364075
522,0.41906899213790894
523,0.4885886609554291
525,0.49595391750335693
529,0.45240989327430725
530,0.5825950503349304
531,0.38525518774986267
533,0.5477098226547241
534,0.39347565174102783
535,0.8505106568336487
537,0.268574059009552
541,0.44906896352767944
542,0.3921726644039154
543,0.48184382915496826
544,0.444644957780838
545,0.5573373436927795
549,0.8243502378463745
550,0.6316047310829163
551,0.6886796355247498
553,0.5422229170799255
556,0.5110790729522705
558,0.3165171444416046
560,0.6620075106620789
563,0.5828410387039185
564,0.7325600385665894
567,0.19957281649112701
572,0.3058319091796875
573,0.8751091957092285
577,0.34020406007766724
583,0.5971651673316956
584,0.528668224811554
585,0.636107325553894
586,0.387582927942276
588,0.7243174314498901
590,0.5072997808456421
591,0.7049658298492432
593,0.8225407004356384
594,0.5290790796279907
597,0.5333526134490967
598,0.5140612721443176
599,0.7083780765533447
603,0.5748946666717529
604,0.557335615158081
606,0.8343572020530701
607,0.3242506682872772
609,0.5247126817703247
614,0.5411416292190552
615,0.7322245836257935
616,0.39241117238998413
617,0.8286624550819397
618,0.5778605341911316
619,0.4575056731700897
620,0.8456568121910095
623,0.3278552293777466
625,0.5076932907104492
626,0.8000922203063965
627,0.5002787113189697
632,0.6562731266021729
633,0.4222051203250885
634,0.6260831952095032
635,0.5444174408912659
636,0.49180281162261963
637,0.7953848838806152
638,0.4609842598438263
639,0.668179452419281
642,0.39673155546188354
643,0.763803243637085
644,0.8117626905441284
645,0.3253147602081299
646,0.6645556092262268
650,0.5673789978027344
653,0.5712696313858032
654,0.7075026035308838
655,0.2454266995191574
656,0.5589593648910522
657,0.7219396233558655
658,0.5113176107406616
660,0.3439369201660156
661,0.31522583961486816
668,0.8597754240036011
669,0.44367024302482605
671,0.5945006012916565
672,0.5518980622291565
676,0.8503161668777466
678,0.7404317855834961
680,0.5380167365074158
682,0.8352391123771667
684,0.8447898626327515
685,0.591887891292572
686,0.5264791250228882
687,0.28283512592315674
694,0.4930725693702698
696,0.18355830013751984
697,0.46985673904418945
699,0.49955931305885315
702,0.8028489351272583
707,0.5559746623039246
708,0.8513254523277283
712,0.5878112316131592
717,0.7895324230194092
718,0.8633039593696594
720,0.43227070569992065
721,0.7106903791427612
723,0.5693382620811462
724,0.4562831521034241
727,0.4654534161090851
728,0.31285998225212097
731,0.5407242178916931
733,0.8797167539596558
735,0.8144500851631165
737,0.6057907938957214
738,0.353586882352829
740,0.32775798439979553
742,0.6723275780677795
743,0.5865700244903564
745,0.4899217188358307
746,0.6620315313339233
747,0.5141036510467529
748,0.9186189770698547
749,0.6044287085533142
750,0.8653994798660278
753,0.3972797095775604
755,0.5704686641693115
756,0.5203741788864136
758,0.4421679973602295
760,0.33616840839385986
762,0.6068192720413208
763,0.5008163452148438
765,0.778827428817749
767,0.32796138525009155
768,0.8892450928688049
770,0.43719348311424255
772,0.5517519116401672
773,0.5421493649482727
774,0.34502118825912476
775,0.6300745010375977
777,0.3178989589214325
778,0.7846473455429077
780,0.56712406873703
782,0.45008254051208496
783,0.90174800157547
786,0.15216805040836334
787,0.7725152373313904
788,0.41641297936439514
789,0.42241066694259644
790,0.37898778915405273
793,0.5356411337852478
795,0.6922215223312378
807,0.37404578924179077
809,0.6368421912193298
810,0.34902673959732056
811,0.394222617149353
813,0.40111860632896423
815,0.6067978739738464
816,0.5364503860473633
821,0.49751710891723633
823,0.9496609568595886
825,0.5274044871330261
826,0.845276951789856
827,0.7866274118423462
832,0.6203160881996155
833,0.44859349727630615
834,0.2974155843257904
837,0.7183294296264648
838,0.8271793723106384
839,0.325065553188324
843,0.26026251912117004
844,0.5268160700798035
845,0.3294333517551422
846,0.5710254907608032
848,0.5630462169647217
850,0.7239546179771423
851,0.7496470808982849
852,0.5435127019882202
